fromPos,toPos,03-2454_S25_L001,03-2525_S26_L001,03-2592_S27_L001,06-283016_S28_L001,06-284001_S29_L001,TG77214_S5_L001,TG77218_S6_L001,TG77222_S7_L001,TG77226_S8_L001
861000,862000,7,9,11,6,8,0,0,0,7
861500,862500,6,9,11,10,8,0,0,0,6
862000,863000,8,5,7,8,6,0,0,0,8
862500,863500,8,4,2,2,4,0,0,0,8
863000,864000,7,4,4,4,6,0,0,0,7
863500,864500,8,5,8,8,7,0,0,0,8
864000,865000,4,8,5,7,5,0,0,0,4
864500,865500,2,7,4,8,6,0,0,0,2
865000,866000,3,10,38,21,19,0,0,0,3
865500,866500,5,10,62,48,50,0,0,0,5
866000,867000,7,2,30,34,35,0,0,0,7
866500,867500,8,5,5,6,4,0,0,0,8
867000,868000,6,7,4,7,5,0,0,0,6
867500,868500,2,3,29,5,3,0,0,0,2
868000,869000,21,22,49,22,22,0,0,0,21
868500,869500,57,55,58,31,52,0,0,0,57
869000,870000,44,41,45,11,37,0,0,0,44
869500,870500,8,7,9,0,6,0,0,0,8
870000,871000,8,7,9,0,6,0,0,0,8
870500,871500,8,7,9,0,6,0,0,0,8
871000,872000,8,7,9,0,6,0,0,0,8
871500,872500,8,7,9,0,6,0,0,0,8
872000,873000,8,7,9,0,6,0,0,0,8
872500,873500,8,7,9,0,6,0,0,0,8
873000,874000,8,7,9,0,6,0,0,0,8
873500,874500,9,13,15,5,12,0,0,0,9
874000,875000,23,29,28,29,25,0,0,0,23
874500,875500,34,35,35,44,42,0,0,0,34
875000,876000,13,14,15,21,25,0,0,0,13
875500,876500,4,4,7,5,7,0,0,0,4
876000,877000,6,2,5,9,4,0,0,0,6
876500,877500,3,2,2,6,1,0,0,0,3
877000,878000,1,5,2,2,7,0,0,0,1
877500,878500,1,4,1,2,6,0,0,0,1
878000,879000,1,4,1,2,6,0,0,0,1
878500,879500,1,4,1,2,6,0,0,0,1
879000,880000,1,4,1,2,6,0,0,0,1
879500,880500,1,4,1,2,6,0,0,0,1
880000,881000,1,4,1,2,6,0,0,0,1
880500,881500,1,4,1,2,6,0,0,0,1
881000,882000,1,4,1,2,6,0,0,0,1
881500,882500,1,4,1,2,6,0,0,0,1
882000,883000,1,4,1,2,6,0,0,0,1
882500,883500,1,4,1,2,6,0,0,0,1
883000,884000,1,12,11,11,11,0,0,0,1
883500,884500,2,16,15,15,15,0,0,0,2
884000,885000,3,11,8,9,7,0,0,0,3
884500,885500,2,19,23,25,20,0,0,0,2
885000,886000,1,23,31,29,29,0,0,0,1
885500,886500,1,31,13,10,13,0,0,0,1
886000,887000,3,27,3,8,3,0,0,0,3
886500,887500,5,11,4,9,4,0,0,0,5
887000,888000,4,6,4,4,4,0,0,0,4
887500,888500,6,6,2,5,2,0,0,0,6
888000,889000,12,11,12,18,7,0,0,0,12
888500,889500,23,14,14,18,17,0,0,0,23
889000,890000,17,10,4,5,11,0,0,0,17
889500,890500,16,20,4,4,4,0,0,0,16
890000,891000,15,19,3,2,5,0,0,0,15
890500,891500,3,3,1,0,4,0,0,0,3
891000,892000,10,12,11,10,11,0,0,0,10
891500,892500,10,13,14,12,11,0,0,0,10
892000,893000,3,5,4,5,4,0,0,0,3
892500,893500,11,14,5,10,4,0,0,0,11
893000,894000,12,13,5,8,4,0,0,0,12
893500,894500,2,5,8,9,10,0,0,0,2
894000,895000,0,3,21,22,23,0,0,0,0
894500,895500,2,3,20,21,21,0,0,0,3
895000,896000,5,5,12,12,12,0,0,0,5
895500,896500,6,4,8,6,6,0,0,0,5
896000,897000,5,5,4,3,3,0,0,0,5
896500,897500,4,8,5,5,5,0,0,0,4
897000,898000,2,5,5,4,3,0,0,0,2
897500,898500,2,2,6,1,2,0,0,0,2
898000,899000,3,3,6,1,3,0,0,0,3
898500,899500,3,3,6,6,3,0,0,0,3
899000,900000,2,2,4,5,2,0,0,0,2
899500,900500,0,0,0,0,0,0,0,0,0
900000,901000,2,1,2,0,3,0,0,0,2
900500,901500,5,4,8,4,6,1,1,1,5
901000,902000,5,3,7,4,3,1,1,1,5
901500,902500,3,3,3,2,2,0,0,0,3
902000,903000,1,4,3,3,3,0,0,0,1
902500,903500,4,7,2,2,2,0,0,0,4
903000,904000,4,7,1,2,2,0,0,0,4
903500,904500,2,4,2,5,4,0,0,0,2
904000,905000,6,10,7,5,8,0,0,0,6
904500,905500,6,10,6,1,6,0,0,0,6
905000,906000,7,9,7,4,8,0,0,0,7
905500,906500,6,8,7,4,9,0,0,0,6
906000,907000,1,5,3,1,4,0,0,0,1
906500,907500,1,4,7,1,2,0,0,0,1
907000,908000,2,4,11,1,4,0,0,0,2
907500,908500,1,4,7,1,4,0,0,0,1
908000,909000,1,2,2,1,1,0,0,0,1
908500,909500,4,5,3,3,7,0,0,0,4
909000,910000,4,4,2,3,6,0,0,0,4
909500,910500,6,3,2,3,4,0,0,0,6
910000,911000,7,7,7,4,9,0,0,0,7
910500,911500,4,5,8,4,7,0,0,0,4
911000,912000,4,6,7,7,5,0,0,0,4
911500,912500,2,7,6,7,4,0,0,0,2
912000,913000,3,3,4,2,4,0,0,0,3
912500,913500,8,4,5,2,7,0,0,0,8
913000,914000,8,5,5,4,6,0,0,0,8
913500,914500,4,2,3,2,2,0,0,0,4
914000,915000,4,3,4,3,3,0,0,0,4
914500,915500,4,5,5,4,5,0,0,0,4
915000,916000,1,4,2,2,4,0,0,0,1
915500,916500,4,5,4,3,5,0,0,0,4
916000,917000,6,7,6,5,6,0,0,0,6
916500,917500,5,7,5,6,8,0,0,0,5
917000,918000,5,3,5,3,5,0,0,0,5
917500,918500,3,1,3,1,1,0,0,0,3
918000,919000,3,2,4,3,2,0,0,0,3
918500,919500,3,1,4,2,1,0,0,0,3
919000,920000,7,4,7,5,4,0,0,0,7
919500,920500,11,9,7,10,8,0,0,0,11
920000,921000,5,6,2,7,5,0,0,0,5
920500,921500,1,3,3,4,3,0,0,0,1
921000,922000,1,2,2,2,2,0,0,0,1
921500,922500,0,1,1,1,2,0,0,0,0
922000,923000,0,1,1,1,2,0,0,0,0
922500,923500,2,0,0,1,1,0,0,0,2
923000,924000,3,1,4,3,4,0,0,0,3
923500,924500,2,1,5,3,5,0,0,0,2
924000,925000,1,2,1,1,2,0,0,0,1
924500,925500,2,4,3,2,2,0,0,0,2
925000,926000,2,2,5,3,3,0,0,0,2
925500,926500,0,1,4,3,3,0,0,0,0
926000,927000,1,3,6,3,3,0,0,0,1
926500,927500,5,6,8,5,4,0,0,0,5
927000,928000,7,11,12,12,6,0,0,0,7
927500,928500,3,8,9,8,4,0,0,0,3
928000,929000,2,1,3,2,2,0,0,0,1
928500,929500,2,1,3,2,1,0,0,0,1
929000,930000,0,2,2,2,2,0,0,0,0
929500,930500,4,5,5,4,6,0,0,0,4
930000,931000,7,7,7,5,8,0,0,0,7
930500,931500,4,5,3,2,4,0,0,0,4
931000,932000,2,5,1,2,1,0,0,0,2
931500,932500,4,6,2,5,2,0,0,0,4
932000,933000,4,3,2,5,3,0,0,0,4
932500,933500,1,3,2,3,2,0,0,0,1
933000,934000,1,3,3,2,2,0,0,0,1
933500,934500,1,0,2,2,1,0,0,0,1
934000,935000,1,2,1,2,1,0,0,0,2
934500,935500,4,4,3,3,2,0,0,0,5
935000,936000,6,4,4,3,3,0,0,0,6
935500,936500,4,3,2,1,3,0,0,0,4
936000,937000,2,2,1,2,3,0,0,0,2
936500,937500,2,1,5,7,8,0,0,0,2
937000,938000,12,2,25,26,27,0,0,0,12
937500,938500,14,6,23,22,22,0,0,0,14
938000,939000,3,5,4,2,1,0,0,0,3
938500,939500,1,2,3,3,1,0,0,0,1
939000,940000,2,3,3,3,1,0,0,0,2
939500,940500,3,2,3,2,0,0,0,0,3
940000,941000,3,2,4,4,0,0,0,0,3
940500,941500,2,1,4,6,0,0,0,0,2
941000,942000,4,1,3,6,1,0,0,0,4
941500,942500,5,3,2,5,2,0,0,0,5
942000,943000,5,5,5,4,1,0,0,0,5
942500,943500,4,4,6,1,1,0,0,0,4
943000,944000,6,6,5,10,5,0,0,0,7
943500,944500,8,5,10,20,8,0,0,0,9
944000,945000,7,5,12,23,9,0,0,0,7
944500,945500,6,9,9,23,11,0,0,0,6
945000,946000,3,9,9,17,11,0,0,0,3
945500,946500,6,8,10,10,8,0,0,0,6
946000,947000,7,5,8,5,5,0,0,0,7
946500,947500,4,4,6,11,4,0,0,0,4
947000,948000,2,4,5,10,4,0,0,0,3
947500,948500,5,6,5,6,5,0,0,0,6
948000,949000,7,6,6,7,5,0,0,0,7
948500,949500,6,6,5,4,5,0,0,0,6
949000,950000,4,5,5,3,4,0,0,0,4
949500,950500,1,1,5,2,1,0,0,0,1
950000,951000,2,1,3,2,2,0,0,0,2
950500,951500,4,3,3,4,5,0,0,0,4
951000,952000,6,3,2,4,4,0,0,0,6
951500,952500,5,3,3,1,4,0,0,0,6
952000,953000,2,4,3,2,5,0,0,0,3
952500,953500,0,5,0,5,2,0,0,0,0
953000,954000,0,7,3,8,4,0,0,0,0
953500,954500,2,5,5,6,5,0,0,0,2
954000,955000,2,2,2,2,3,0,0,0,2
954500,955500,0,2,1,3,3,0,0,0,0
955000,956000,2,3,5,4,3,0,0,0,2
955500,956500,2,4,6,5,3,0,0,0,2
956000,957000,2,3,5,8,2,0,0,0,2
956500,957500,5,3,6,8,2,0,0,0,5
957000,958000,10,8,8,9,7,0,0,0,10
957500,958500,8,7,6,9,7,0,0,0,8
958000,959000,3,4,3,5,4,0,0,0,3
958500,959500,9,6,3,7,8,0,0,0,9
959000,960000,8,3,2,7,7,0,0,0,8
959500,960500,6,0,5,8,2,0,0,0,6
960000,961000,10,5,7,13,3,0,0,0,10
960500,961500,8,8,5,10,6,0,0,0,8
961000,962000,9,6,7,6,7,0,0,0,9
961500,962500,8,4,6,3,4,0,0,0,8
962000,963000,3,5,2,0,2,0,0,0,3
962500,963500,5,10,4,1,7,0,0,0,5
963000,964000,6,9,7,4,7,0,0,0,6
963500,964500,7,7,7,11,5,0,0,0,7
964000,965000,10,8,7,13,7,0,0,0,10
964500,965500,5,4,4,5,4,0,0,0,5
965000,966000,5,4,4,5,4,0,0,0,5
965500,966500,5,4,4,5,4,0,0,0,5
966000,967000,5,4,4,5,4,0,0,0,5
966500,967500,5,4,4,5,4,0,0,0,5
967000,968000,5,4,4,5,4,0,0,0,5
967500,968500,5,4,4,5,4,0,0,0,5
968000,969000,5,4,4,5,4,0,0,0,5
968500,969500,5,4,4,5,4,0,0,0,5
969000,970000,5,4,4,5,4,0,0,0,5
969500,970500,5,4,4,5,4,0,0,0,5
970000,971000,5,4,4,5,4,0,0,0,5
970500,971500,5,4,4,5,4,0,0,0,5
971000,972000,5,4,4,5,4,0,0,0,5
971500,972500,5,4,4,5,4,0,0,0,5
972000,973000,5,4,4,5,4,0,0,0,5
972500,973500,5,4,4,5,4,0,0,0,5
973000,974000,5,4,4,5,4,0,0,0,5
973500,974500,5,4,4,5,4,0,0,0,5
974000,975000,5,4,4,5,4,0,0,0,5
974500,975500,5,4,4,5,4,0,0,0,5
975000,976000,5,4,5,5,4,0,0,0,5
975500,976500,1,2,3,1,2,0,0,0,1
976000,977000,1,6,6,2,4,0,0,0,1
976500,977500,3,7,8,1,4,0,0,0,3
977000,978000,5,4,5,1,4,0,0,0,5
977500,978500,5,0,0,4,5,0,0,0,5
978000,979000,6,1,1,5,4,0,0,0,6
978500,979500,9,2,2,6,8,0,0,0,9
979000,980000,7,3,1,6,7,0,0,0,7
979500,980500,7,9,5,9,7,0,0,0,7
980000,981000,10,7,6,11,10,0,0,0,10
980500,981500,7,2,1,5,5,0,0,0,7
981000,982000,8,6,1,6,6,0,0,0,8
981500,982500,6,4,1,5,4,0,0,0,6
982000,983000,1,0,0,2,1,0,0,0,1
982500,983500,5,0,0,6,3,0,0,0,5
983000,984000,6,0,0,6,4,0,0,0,6
983500,984500,4,0,0,3,3,0,0,0,4
984000,985000,5,2,2,7,3,0,0,0,5
984500,985500,3,4,5,8,3,0,0,0,3
985000,986000,3,9,11,5,13,0,0,0,3
985500,986500,2,13,23,5,14,0,0,0,3
986000,987000,4,7,15,4,5,0,0,0,5
986500,987500,9,7,7,5,7,0,0,0,9
987000,988000,20,24,20,16,19,0,0,0,20
987500,988500,17,19,14,14,24,0,0,0,17
988000,989000,5,5,4,4,12,0,0,0,5
988500,989500,4,5,3,3,3,0,0,0,4
989000,990000,1,2,0,3,1,0,0,0,1
989500,990500,3,4,4,5,3,0,0,0,3
990000,991000,4,3,4,4,2,0,0,0,4
990500,991500,3,3,3,4,3,0,0,0,3
991000,992000,2,4,8,4,5,0,0,0,2
991500,992500,1,2,6,3,3,0,0,0,1
992000,993000,2,3,2,1,2,0,0,0,3
992500,993500,3,6,2,4,5,0,0,0,4
993000,994000,5,5,3,5,6,0,0,0,5
993500,994500,4,3,5,2,3,0,0,0,4
994000,995000,3,5,5,1,4,0,0,0,3
994500,995500,2,3,2,0,3,0,0,0,2
995000,996000,2,3,2,0,3,0,0,0,2
995500,996500,4,4,2,1,8,0,0,0,4
996000,997000,3,4,2,3,9,0,0,0,3
996500,997500,2,3,3,2,6,0,0,0,2
997000,998000,2,2,3,1,3,0,0,0,2
997500,998500,3,3,4,3,2,0,0,0,3
998000,999000,3,2,3,2,2,0,0,0,3
998500,999500,1,1,4,1,1,0,0,0,1
999000,1000000,4,1,3,3,1,0,0,0,4
999500,1000500,5,1,1,2,3,0,0,0,5
1000000,1001000,5,3,2,1,6,0,0,0,5
1000500,1001500,4,3,1,1,5,0,0,0,4
1001000,1002000,0,1,2,0,3,0,0,0,0
1001500,1002500,0,2,2,0,3,0,0,0,0
1002000,1003000,2,1,1,0,1,0,0,0,2
1002500,1003500,3,0,1,0,1,0,0,0,3
1003000,1004000,2,1,0,0,2,0,0,0,2
1003500,1004500,1,2,0,1,4,0,0,0,1
1004000,1005000,2,3,4,3,6,0,0,0,2
1004500,1005500,3,3,8,2,4,0,0,0,3
1005000,1006000,2,3,7,1,3,0,0,0,2
1005500,1006500,3,3,6,2,5,0,0,0,3
1006000,1007000,2,6,5,6,6,0,0,0,2
1006500,1007500,16,19,20,21,15,0,0,0,16
1007000,1008000,18,16,22,19,15,0,0,0,18
1007500,1008500,4,6,8,3,7,0,0,0,4
1008000,1009000,6,6,8,0,8,0,0,0,6
1008500,1009500,9,3,9,0,11,0,0,0,9
1009000,1010000,9,6,12,3,11,0,0,0,9
1009500,1010500,6,6,10,4,4,0,0,0,6
1010000,1011000,4,6,4,2,0,0,0,0,4
1010500,1011500,3,5,2,2,0,0,0,0,3
1011000,1012000,4,5,5,3,4,0,0,0,4
1011500,1012500,4,8,6,5,9,0,0,0,4
1012000,1013000,4,7,8,9,9,0,0,0,4
1012500,1013500,4,6,7,9,7,0,0,0,4
1013000,1014000,1,2,3,3,3,0,0,0,1
1013500,1014500,1,1,2,2,2,0,0,0,1
1014000,1015000,1,1,0,3,2,0,0,0,1
1014500,1015500,1,2,2,4,2,0,0,0,1
1015000,1016000,1,9,8,10,9,0,0,0,1
1015500,1016500,4,26,25,30,25,0,0,0,4
1016000,1017000,6,22,25,29,21,0,0,0,6
1016500,1017500,3,7,10,8,8,0,0,0,3
1017000,1018000,6,9,9,2,10,0,0,0,6
1017500,1018500,5,5,5,0,5,0,0,0,5
1018000,1019000,5,5,5,0,5,0,0,0,5
1018500,1019500,6,7,11,2,7,0,0,0,6
1019000,1020000,1,2,6,2,2,0,0,0,1
1019500,1020500,0,0,0,0,0,0,0,0,0
1020000,1021000,3,1,2,2,2,0,0,0,4
1020500,1021500,4,8,9,6,3,0,0,0,5
1021000,1022000,3,8,11,9,3,0,0,0,3
1021500,1022500,5,2,6,6,4,0,0,0,5
1022000,1023000,8,5,8,5,6,0,0,0,8
1022500,1023500,7,8,7,9,8,0,0,0,8
1023000,1024000,6,5,3,8,10,0,0,0,7
1023500,1024500,6,2,4,4,8,0,0,0,6
1024000,1025000,8,6,5,8,7,0,0,0,8
1024500,1025500,7,8,6,8,8,0,0,0,7
1025000,1026000,2,10,4,4,10,0,0,0,2
1025500,1026500,5,13,6,11,13,0,0,0,5
1026000,1027000,9,13,12,15,13,0,0,0,9
1026500,1027500,6,8,7,8,8,0,0,0,6
1027000,1028000,4,4,3,3,4,0,0,0,4
1027500,1028500,10,8,9,6,9,0,0,0,10
1028000,1029000,10,7,9,5,8,0,0,0,10
1028500,1029500,4,4,5,2,3,0,0,0,4
1029000,1030000,2,2,4,2,2,0,0,0,2
1029500,1030500,6,2,6,3,3,0,0,0,6
1030000,1031000,6,5,7,5,5,0,0,0,6
1030500,1031500,1,8,5,5,8,0,0,0,1
1031000,1032000,5,7,5,5,7,0,0,0,5
1031500,1032500,6,3,5,4,3,0,0,0,6
1032000,1033000,3,2,4,2,3,0,0,0,3
1032500,1033500,2,1,2,1,2,0,0,0,2
1033000,1034000,1,2,0,1,2,0,0,0,1
1033500,1034500,1,2,0,1,2,0,0,0,1
1034000,1035000,1,2,0,1,2,0,0,0,1
1034500,1035500,2,7,5,2,8,0,0,0,2
1035000,1036000,1,5,5,1,6,0,0,0,1
1035500,1036500,2,5,6,1,6,0,0,0,2
1036000,1037000,1,1,4,0,0,0,0,0,1
1036500,1037500,0,1,3,0,0,0,0,0,0
1037000,1038000,5,5,2,4,1,0,0,0,5
1037500,1038500,5,5,3,4,1,0,0,0,5
1038000,1039000,1,2,1,0,1,0,0,0,1
1038500,1039500,1,6,6,4,6,0,0,0,1
1039000,1040000,3,6,10,5,6,0,0,0,3
1039500,1040500,7,6,8,4,4,0,0,0,7
1040000,1041000,12,14,14,12,14,0,0,0,12
1040500,1041500,15,15,17,15,16,0,0,0,15
1041000,1042000,8,8,9,8,8,0,0,0,8
1041500,1042500,1,4,2,2,3,0,0,0,1
1042000,1043000,1,2,1,1,2,0,0,0,1
1042500,1043500,2,1,1,2,3,0,0,0,2
1043000,1044000,1,1,2,1,3,0,0,0,1
1043500,1044500,0,1,2,0,2,0,0,0,0
1044000,1045000,0,1,2,0,2,0,0,0,0
1044500,1045500,0,1,2,0,2,0,0,0,0
1045000,1046000,1,2,5,1,5,0,0,0,1
1045500,1046500,2,1,5,1,4,0,0,0,2
1046000,1047000,2,1,4,1,3,0,0,0,2
1046500,1047500,1,3,4,3,4,0,0,0,1
1047000,1048000,3,5,5,6,5,0,0,0,3
1047500,1048500,7,6,6,8,6,0,0,0,7
1048000,1049000,4,4,4,5,5,0,0,0,4
1048500,1049500,3,6,6,6,7,0,0,0,3
1049000,1050000,4,6,5,5,7,0,0,0,4
1049500,1050500,1,2,0,3,2,0,0,0,1
1050000,1051000,6,12,6,11,11,0,0,0,6
1050500,1051500,9,13,6,9,12,0,0,0,9
1051000,1052000,3,4,0,3,2,0,0,0,3
1051500,1052500,2,4,2,4,13,0,0,0,2
1052000,1053000,4,4,5,4,14,0,0,0,4
1052500,1053500,3,3,4,4,3,0,0,0,3
1053000,1054000,5,5,7,5,5,0,0,0,5
1053500,1054500,8,7,8,5,7,0,0,0,8
1054000,1055000,6,6,5,4,7,0,0,0,6
1054500,1055500,2,3,3,5,4,0,0,0,2
1055000,1056000,7,8,5,10,4,0,0,0,7
1055500,1056500,7,9,5,7,8,0,0,0,7
1056000,1057000,2,7,5,6,9,0,0,0,2
1056500,1057500,3,7,8,7,10,0,0,0,3
1057000,1058000,3,4,6,4,7,0,0,0,3
1057500,1058500,7,9,5,9,8,0,0,0,7
1058000,1059000,8,7,6,8,7,0,0,0,8
1058500,1059500,3,1,4,2,1,0,0,0,3
1059000,1060000,7,10,7,4,3,0,0,0,7
1059500,1060500,5,11,7,3,4,0,0,0,5
1060000,1061000,5,7,5,3,5,0,0,0,5
1060500,1061500,7,9,0,5,5,0,0,0,7
1061000,1062000,9,8,2,7,7,0,0,0,9
1061500,1062500,10,6,4,8,8,0,0,0,10
1062000,1063000,10,7,8,8,8,0,0,0,10
1062500,1063500,9,10,9,7,8,0,0,0,9
1063000,1064000,6,8,5,3,4,0,0,0,6
1063500,1064500,8,9,12,2,1,0,0,0,8
1064000,1065000,10,11,14,2,1,0,0,0,10
1064500,1065500,6,6,5,0,0,0,0,0,6
1065000,1066000,4,3,3,1,1,0,0,0,4
1065500,1066500,3,2,4,2,3,0,0,0,3
1066000,1067000,2,3,6,1,5,0,0,0,2
1066500,1067500,1,2,4,0,3,0,0,0,1
1067000,1068000,1,2,4,0,3,0,0,0,1
1067500,1068500,1,4,4,0,5,0,0,0,1
1068000,1069000,1,9,0,2,9,0,0,0,1
1068500,1069500,5,11,0,6,11,0,0,0,5
1069000,1070000,9,10,0,25,10,0,0,0,9
1069500,1070500,22,6,0,22,6,0,0,0,22
1070000,1071000,31,1,0,1,1,0,0,0,31
1070500,1071500,16,3,2,1,5,0,0,0,16
1071000,1072000,6,3,2,6,9,0,0,0,6
1071500,1072500,6,2,2,12,12,0,0,0,6
1072000,1073000,5,3,2,10,10,0,0,0,5
1072500,1073500,9,3,0,10,9,0,0,0,9
1073000,1074000,8,1,0,8,7,0,0,0,8
1073500,1074500,5,3,0,4,4,0,0,0,5
1074000,1075000,5,6,1,6,6,0,0,0,5
1074500,1075500,8,3,1,9,10,0,0,0,8
1075000,1076000,8,0,0,8,9,0,0,0,8
1075500,1076500,8,0,0,7,7,0,0,0,8
1076000,1077000,9,3,0,10,11,0,0,0,9
1076500,1077500,5,5,0,7,8,0,0,0,5
1077000,1078000,4,3,1,3,3,0,0,0,4
1077500,1078500,24,1,23,2,3,0,0,0,24
1078000,1079000,31,1,25,1,2,0,0,0,31
1078500,1079500,15,5,7,3,3,0,0,0,15
1079000,1080000,8,8,6,5,5,0,0,0,8
1079500,1080500,3,4,10,4,3,0,0,0,3
1080000,1081000,1,3,11,5,3,0,0,0,1
1080500,1081500,1,5,6,6,5,0,0,0,1
1081000,1082000,1,2,6,3,3,0,0,0,1
1081500,1082500,2,2,8,2,3,0,0,0,2
1082000,1083000,6,7,9,6,7,0,0,0,6
1082500,1083500,6,6,5,8,5,0,0,0,6
1083000,1084000,5,6,1,7,4,0,0,0,5
1083500,1084500,7,28,6,7,5,0,0,0,7
1084000,1085000,8,61,10,8,6,0,0,0,8
1084500,1085500,7,66,9,8,6,0,0,0,7
1085000,1086000,4,30,8,7,4,0,0,0,5
1085500,1086500,3,4,5,5,4,0,0,0,4
1086000,1087000,3,4,6,3,4,0,0,0,3
1086500,1087500,1,3,4,1,2,0,0,0,1
1087000,1088000,0,2,0,0,0,0,0,0,0
1087500,1088500,3,5,4,3,1,0,0,0,3
1088000,1089000,3,5,5,3,1,0,0,0,3
1088500,1089500,10,4,3,2,11,0,0,0,10
1089000,1090000,15,6,6,6,13,0,0,0,14
1089500,1090500,7,6,8,6,4,0,0,0,6
1090000,1091000,4,5,12,5,5,0,0,0,4
1090500,1091500,2,3,8,3,3,0,0,0,2
1091000,1092000,2,3,8,3,3,0,0,0,2
1091500,1092500,2,3,8,3,3,0,0,0,2
1092000,1093000,2,3,8,3,3,0,0,0,2
1092500,1093500,2,3,8,3,3,0,0,0,2
1093000,1094000,2,3,8,3,3,0,0,0,2
1093500,1094500,2,3,8,3,3,0,0,0,2
1094000,1095000,2,4,8,3,3,0,0,0,2
1094500,1095500,2,2,2,1,1,0,0,0,2
1095000,1096000,3,1,4,2,1,0,0,0,3
1095500,1096500,2,0,2,1,0,0,0,0,2
1096000,1097000,1,0,0,0,0,0,0,0,1
1096500,1097500,1,0,0,0,0,0,0,0,1
1097000,1098000,2,1,1,0,0,0,0,0,2
1097500,1098500,4,5,6,4,5,0,0,0,4
1098000,1099000,11,5,13,10,11,0,0,0,11
1098500,1099500,8,2,9,6,6,0,0,0,8
1099000,1100000,6,2,33,1,1,0,0,0,6
1099500,1100500,7,3,41,2,2,0,0,0,7
1100000,1101000,3,3,10,3,1,0,0,0,3
1100500,1101500,7,7,6,5,0,0,0,0,7
1101000,1102000,6,7,5,3,0,0,0,0,6
1101500,1102500,2,5,4,3,3,0,0,0,2
1102000,1103000,1,6,6,5,4,0,0,0,1
1102500,1103500,1,3,4,5,3,0,0,0,1
1103000,1104000,4,4,8,7,7,1,1,1,4
1103500,1104500,9,8,10,9,11,1,1,1,9
1104000,1105000,7,7,4,6,6,0,0,0,7
1104500,1105500,1,6,1,2,0,0,0,0,1
1105000,1106000,2,40,2,2,0,0,0,0,2
1105500,1106500,12,46,1,7,0,0,0,0,12
1106000,1107000,13,12,4,16,3,0,0,0,13
1106500,1107500,3,3,4,11,3,0,0,0,3
1107000,1108000,2,4,9,10,2,0,0,0,2
1107500,1108500,2,7,15,13,6,0,0,0,2
1108000,1109000,18,6,11,6,5,0,0,0,18
1108500,1109500,24,6,10,7,1,0,0,0,24
1109000,1110000,8,9,7,7,0,0,0,0,8
1109500,1110500,1,24,2,3,0,0,0,0,1
1110000,1111000,1,28,3,3,0,0,0,0,1
1110500,1111500,4,12,7,6,1,0,0,0,4
1111000,1112000,3,4,5,5,2,0,0,0,3
1111500,1112500,2,3,4,2,4,0,0,0,2
1112000,1113000,4,4,5,2,5,0,0,0,4
1112500,1113500,4,7,4,4,6,0,0,0,4
1113000,1114000,4,7,6,7,6,0,0,0,4
1113500,1114500,4,6,8,8,6,0,0,0,4
1114000,1115000,8,10,10,10,10,0,0,0,8
1114500,1115500,10,9,11,10,11,0,0,0,10
1115000,1116000,9,9,7,6,8,0,0,0,9
1115500,1116500,8,11,6,6,7,0,0,0,8
1116000,1117000,6,7,6,7,7,0,0,0,6
1116500,1117500,5,5,4,4,5,0,0,0,5
1117000,1118000,2,6,4,2,3,0,0,0,2
1117500,1118500,4,9,7,5,5,0,0,0,4
1118000,1119000,4,7,6,4,4,0,0,0,4
1118500,1119500,3,4,3,2,6,0,0,0,3
1119000,1120000,5,6,3,3,9,0,0,0,5
1119500,1120500,3,4,1,2,5,0,0,0,3
1120000,1121000,5,6,2,1,6,0,0,0,5
1120500,1121500,16,13,26,2,14,0,0,0,16
1121000,1122000,17,11,34,2,13,0,0,0,17
1121500,1122500,12,10,43,0,10,0,0,0,12
1122000,1123000,9,7,66,2,10,0,0,0,9
1122500,1123500,8,2,73,4,7,0,0,0,8
1123000,1124000,8,3,77,3,5,0,0,0,8
1123500,1124500,3,4,39,3,3,0,0,0,3
1124000,1125000,1,2,3,3,1,0,0,0,1
1124500,1125500,2,0,3,3,0,0,0,0,2
1125000,1126000,2,1,3,3,1,0,0,0,2
1125500,1126500,4,6,5,6,8,0,0,0,4
1126000,1127000,5,5,4,5,7,0,0,0,5
1126500,1127500,3,4,3,5,1,0,0,0,3
1127000,1128000,4,7,4,8,4,0,0,0,4
1127500,1128500,5,4,2,5,5,0,0,0,5
1128000,1129000,6,3,2,5,3,0,0,0,6
1128500,1129500,4,3,2,3,1,0,0,0,4
1129000,1130000,1,2,2,0,0,0,0,0,1
1129500,1130500,3,1,1,2,2,0,0,0,3
1130000,1131000,6,4,4,5,5,0,0,0,5
1130500,1131500,5,5,6,4,4,0,0,0,4
1131000,1132000,2,1,4,1,1,0,0,0,2
1131500,1132500,0,1,4,2,1,0,0,0,0
1132000,1133000,0,3,4,3,2,0,0,0,0
1132500,1133500,1,7,6,4,4,0,0,0,1
1133000,1134000,2,10,8,7,8,0,0,0,2
1133500,1134500,2,9,8,6,7,0,0,0,2
1134000,1135000,2,6,6,2,2,0,0,0,3
1134500,1135500,2,10,9,1,1,0,0,0,3
1135000,1136000,1,15,8,3,1,0,0,0,1
1135500,1136500,0,8,2,2,0,0,0,0,0
1136000,1137000,6,1,3,6,3,0,0,0,6
1136500,1137500,8,1,7,13,11,0,0,0,8
1137000,1138000,9,9,13,14,14,0,0,0,9
1137500,1138500,7,9,7,7,7,0,0,0,7
1138000,1139000,0,1,0,1,1,0,0,0,0
