fromPos,toPos,AggregateDist,03-2454_S25_L001,03-2525_S26_L001,03-2592_S27_L001,06-283016_S28_L001,06-284001_S29_L001,06-286011_S30_L001,06-2909_S23_L001,06-2950_S32_L001,06-299002_S31_L001,06-310013_S24_L001,31315_S10_L001,31316_S11_L001,31642_S12_L001,A_S9_L001,B_S10_L001,C_S11_L001,D_S12_L001,E_S13_L001,F_S14_L001,G_S15_L001,H_S16_L001,I_S17_L001,J_S18_L001,K_S19_L001,L_S20_L001,M_S21_L001,N_S22_L001,TG77198_S1_L001,TG77202_S2_L001,TG77206_S3_L001,TG77210_S16_L001,TG77214_S5_L001,TG77218_S6_L001,TG77222_S7_L001,TG77226_S8_L001
1287500,1292500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290000,1295000,41,14,15,11,10,13,13,10,11,14,8,15,15,15,0,0,0,0,26,26,0,14,15,0,0,22,0,22,11,0,0,0,0,0,0,14
1292500,1297500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295000,1300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297500,1302500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300000,1305000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302500,1307500,57,10,25,16,16,29,29,17,16,10,15,25,25,25,0,0,0,0,35,35,0,10,25,0,0,25,0,25,15,0,0,0,0,0,0,10
1305000,1310000,53,13,26,19,21,25,25,21,19,13,19,26,26,26,0,0,0,0,22,22,0,13,26,0,0,17,0,17,15,0,0,0,0,0,0,13
1307500,1312500,67,29,34,27,30,30,30,28,27,29,28,34,34,34,0,0,0,0,27,27,0,29,34,0,0,27,0,27,25,0,0,0,0,0,0,29
1310000,1315000,77,33,40,31,31,37,37,35,31,33,35,40,40,40,0,0,0,0,30,30,0,33,40,0,0,35,0,35,32,0,0,0,0,0,0,33
1312500,1317500,62,25,29,21,25,24,24,29,21,25,27,30,30,30,0,0,0,0,21,21,0,25,30,0,0,26,0,26,21,0,0,0,0,0,0,25
1315000,1320000,48,20,21,18,20,17,17,24,18,20,17,22,22,22,0,0,0,0,16,16,0,20,22,0,0,16,0,16,16,0,0,0,0,0,0,20
1317500,1322500,44,15,11,16,19,11,11,19,16,15,13,11,11,11,0,0,0,0,13,13,0,15,11,0,0,6,0,6,12,0,0,0,0,0,0,15
1320000,1325000,112,21,54,32,58,49,48,80,32,21,55,54,54,54,0,0,0,0,54,54,0,21,54,0,0,29,0,29,51,0,0,0,0,0,0,21
1322500,1327500,130,34,76,28,62,62,61,94,28,34,66,76,76,76,0,0,0,0,70,70,0,34,76,0,0,48,0,48,71,0,0,0,0,0,0,34
1325000,1330000,77,29,34,5,35,29,29,33,5,30,30,34,34,34,0,0,0,0,39,39,0,29,34,0,0,37,0,37,37,0,0,0,0,0,0,29
1327500,1332500,85,22,21,4,46,21,21,47,4,22,31,21,21,21,0,0,0,0,48,48,0,21,21,0,0,28,0,28,40,0,0,0,0,0,0,21
1330000,1335000,96,15,38,1,61,16,16,67,1,14,35,38,38,38,0,0,0,0,70,70,0,14,38,0,0,21,0,21,33,0,0,0,0,0,0,14
1332500,1337500,99,27,40,20,49,29,29,55,20,27,40,40,40,40,0,0,0,0,65,65,0,27,40,0,0,28,0,28,25,0,0,0,0,0,0,27
1335000,1340000,101,41,30,51,37,42,42,53,51,41,51,30,30,30,0,0,0,0,47,47,0,41,30,0,0,41,0,41,50,0,0,0,0,0,0,42
1337500,1342500,130,28,23,57,34,81,81,49,57,28,49,24,24,24,0,0,0,0,78,78,0,28,24,0,0,42,0,42,46,0,0,0,0,0,0,29
1340000,1345000,185,59,65,94,71,105,105,84,94,60,96,66,66,66,0,0,0,0,62,62,0,59,67,0,0,83,1,83,61,0,0,0,0,0,0,59
1342500,1347500,193,93,94,104,110,81,81,98,104,94,125,94,94,94,0,0,0,0,27,27,0,93,95,0,0,95,1,95,80,0,0,0,0,0,0,93
1345000,1350000,125,58,48,51,67,54,54,36,51,58,67,48,48,48,0,0,0,0,47,47,0,58,48,0,0,41,0,41,47,0,0,0,0,0,0,58
1347500,1352500,59,24,25,26,24,26,26,12,26,24,24,25,25,25,0,0,0,0,34,34,0,24,25,0,0,18,0,18,25,0,0,0,0,0,0,24
1350000,1355000,51,26,19,21,24,23,23,17,21,26,26,19,19,19,0,0,0,0,21,21,0,26,19,0,0,15,0,15,24,0,0,0,0,0,0,26
1352500,1357500,77,33,24,24,28,26,26,24,24,33,34,24,24,24,0,0,0,0,26,26,0,33,24,0,0,22,0,22,30,0,0,0,0,0,0,33
1355000,1360000,89,37,31,30,29,28,28,27,30,36,33,31,31,31,0,0,0,0,26,26,0,36,31,0,0,30,0,30,32,0,0,0,0,0,0,36
1357500,1362500,72,34,26,34,26,26,26,17,34,33,25,26,26,26,0,0,0,0,25,25,0,33,26,0,0,27,0,27,27,0,0,0,0,0,0,33
1360000,1365000,67,25,22,30,19,20,20,16,30,25,22,22,22,22,0,0,0,0,23,23,0,25,22,0,0,21,0,21,23,0,0,0,0,0,0,26
1362500,1367500,87,28,35,39,23,23,23,21,39,28,32,36,36,36,0,0,0,0,27,27,0,28,36,0,0,33,0,33,28,0,0,0,0,0,0,29
1365000,1370000,98,32,46,47,28,25,25,22,47,32,38,47,47,47,1,0,1,0,36,36,0,32,47,0,0,32,0,32,29,0,0,0,0,0,0,32
1367500,1372500,91,37,44,39,30,19,19,19,39,37,38,44,44,44,1,0,1,0,37,37,0,37,44,0,0,19,0,19,34,0,0,0,0,0,0,37
1370000,1375000,91,44,40,31,35,33,33,20,31,47,35,40,40,40,0,0,0,0,38,38,0,47,40,0,0,24,0,24,44,0,0,0,0,0,0,47
1372500,1377500,87,28,40,33,19,34,34,20,33,31,23,40,40,40,0,0,0,0,45,45,0,31,40,0,0,23,0,23,34,0,0,0,0,0,0,31
1375000,1380000,95,26,41,39,15,35,35,31,39,26,29,41,41,41,1,1,1,1,51,51,1,26,41,1,1,23,0,23,57,1,1,1,1,1,1,26
1377500,1382500,118,39,44,36,26,53,53,43,36,39,50,43,43,43,1,1,1,1,47,47,1,39,43,1,1,43,0,43,66,1,1,1,1,1,1,39
1380000,1385000,156,48,41,52,41,57,57,54,52,48,68,40,40,40,1,0,1,0,71,71,0,48,40,0,0,70,0,70,59,0,0,0,0,0,0,48
1382500,1387500,142,42,32,57,43,43,43,49,57,42,59,32,32,32,1,0,1,0,68,68,0,42,32,0,0,56,0,56,52,0,0,0,0,0,0,42
1385000,1390000,220,40,45,53,45,115,115,52,53,40,50,45,45,45,0,0,0,0,99,99,0,40,45,0,0,46,0,46,38,0,0,0,0,0,0,40
1387500,1392500,265,71,63,72,69,147,147,75,72,71,62,60,60,60,0,0,0,0,113,113,0,71,60,0,0,69,0,69,76,0,0,0,0,0,0,71
1390000,1395000,172,91,57,61,62,71,71,69,61,91,61,54,54,54,0,0,0,0,52,52,0,91,54,0,0,63,0,63,74,0,0,0,0,0,0,91
1392500,1397500,131,58,31,30,40,40,40,62,30,58,39,31,31,31,0,0,0,0,48,48,0,58,31,0,0,35,0,35,52,0,0,0,0,0,0,58
1395000,1400000,102,31,23,33,41,33,32,50,33,31,30,23,23,23,1,1,1,1,52,52,1,31,23,1,1,28,0,28,44,1,1,1,1,1,1,31
1397500,1402500,108,40,39,54,46,45,44,42,54,40,51,38,38,38,1,1,1,1,56,56,1,40,38,1,1,52,0,52,35,1,1,1,1,1,1,40
1400000,1405000,100,32,37,43,31,35,35,30,43,32,45,36,36,36,0,0,0,0,48,48,0,32,36,0,0,47,0,47,33,0,0,0,0,0,0,32
1402500,1407500,104,31,29,30,23,26,26,19,30,31,40,31,31,31,0,0,0,0,45,45,0,31,31,0,0,26,0,26,30,0,0,0,0,0,0,31
1405000,1410000,132,32,39,43,37,43,43,19,43,32,65,42,42,42,1,1,1,1,59,59,1,32,42,1,1,47,0,47,38,1,1,1,1,1,2,32
1407500,1412500,104,35,31,48,40,36,36,14,48,35,49,32,32,32,1,1,1,1,48,48,1,35,32,1,1,44,0,44,44,1,1,1,1,1,2,35
1410000,1415000,73,33,12,34,20,22,22,17,34,33,19,12,12,12,0,0,0,0,31,31,0,33,12,0,0,25,0,25,36,0,0,0,0,0,0,33
1412500,1417500,67,14,19,18,13,24,24,15,18,14,19,20,20,20,0,0,0,0,26,26,0,14,19,0,0,23,0,23,16,0,0,0,0,0,0,14
1415000,1420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1417500,1422500,46,10,23,14,15,18,17,13,14,10,16,24,24,24,0,0,0,0,21,21,0,10,23,0,0,14,0,14,12,0,0,0,0,0,0,10
1420000,1425000,78,28,30,37,14,17,16,26,37,28,24,30,30,30,0,0,0,0,31,31,0,28,30,0,0,32,0,32,39,0,0,0,0,0,0,28
1422500,1427500,74,29,24,33,10,12,12,22,33,29,20,24,24,24,0,0,0,0,29,29,0,29,24,0,0,27,0,27,34,0,0,0,0,0,0,29
1425000,1430000,44,19,21,14,16,9,9,13,14,19,20,21,21,21,0,0,0,0,15,15,0,19,21,0,0,10,0,10,14,0,0,0,0,0,0,19
1427500,1432500,59,22,30,23,29,18,18,24,23,22,34,30,30,30,0,0,0,0,20,20,0,22,30,0,0,17,0,17,24,0,0,0,0,0,0,22
1430000,1435000,58,27,27,28,31,30,30,31,28,27,32,27,27,27,0,0,0,0,25,25,0,27,27,0,0,19,1,19,32,0,0,0,0,0,0,27
1432500,1437500,72,28,36,29,29,31,31,29,29,28,32,36,36,36,0,0,0,0,37,37,0,28,36,0,0,17,1,17,31,0,0,0,0,0,0,28
1435000,1440000,65,24,26,16,25,17,17,27,16,24,23,26,26,26,0,0,0,0,33,33,0,24,26,0,0,19,0,19,16,0,0,0,0,0,0,24
1437500,1442500,71,31,13,12,24,9,9,38,12,31,37,13,13,13,0,0,0,0,35,35,0,31,13,0,0,35,0,35,23,0,0,0,0,0,0,31
1440000,1445000,73,30,18,12,25,14,14,28,12,30,36,18,18,18,0,0,0,0,32,32,0,30,18,0,0,23,0,23,27,0,0,0,0,0,0,30
1442500,1447500,70,31,22,6,32,21,21,20,6,31,47,22,22,22,0,0,0,0,33,33,0,31,22,0,0,20,0,20,25,0,0,0,0,0,0,31
1445000,1450000,78,28,27,16,29,19,20,25,16,28,53,26,26,26,0,0,0,0,40,40,0,28,26,0,0,32,0,32,20,0,0,0,0,0,0,28
1447500,1452500,69,16,29,19,25,23,24,23,19,16,21,28,28,28,0,0,0,0,29,29,0,17,28,0,0,23,0,23,10,0,0,0,0,0,0,17
1450000,1455000,58,16,23,13,22,22,22,21,13,16,18,23,23,23,0,0,0,0,17,17,0,17,23,0,0,20,0,20,16,0,0,0,0,0,0,17
1452500,1457500,61,15,26,23,13,14,14,16,23,15,22,25,25,25,0,0,0,0,22,22,0,15,25,0,0,16,0,16,26,0,0,0,0,0,0,15
1455000,1460000,55,8,18,22,7,11,11,10,22,8,15,17,17,17,0,0,0,0,25,25,0,8,17,0,0,10,0,10,22,0,0,0,0,0,0,8
1457500,1462500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1460000,1465000,34,9,9,13,9,6,6,6,13,9,9,9,9,9,0,0,0,0,14,14,0,9,9,0,0,14,0,14,12,0,0,0,0,0,0,9
1462500,1467500,80,37,24,39,36,30,30,18,39,37,22,24,24,24,0,0,0,0,25,25,0,37,24,0,0,32,0,32,36,0,0,0,0,0,0,37
1465000,1470000,135,48,40,62,42,61,61,29,61,48,40,40,40,40,0,0,0,0,37,37,0,48,40,0,0,55,0,55,79,0,0,0,0,0,0,48
1467500,1472500,159,42,49,53,47,69,69,37,52,42,58,48,48,48,0,0,0,0,38,38,0,41,48,0,0,57,0,57,67,0,0,0,0,0,0,41
1470000,1475000,140,46,46,52,56,65,65,43,52,46,59,45,45,45,0,0,0,0,40,40,0,45,45,0,0,42,0,42,45,0,0,0,0,0,0,45
1472500,1477500,188,119,31,115,25,71,71,54,115,119,108,32,32,32,0,0,0,0,90,90,0,119,32,0,0,74,0,74,106,0,0,0,0,0,0,119
1475000,1480000,310,118,111,101,61,71,71,116,101,118,219,112,112,112,0,0,0,0,88,88,0,118,112,0,0,105,0,105,210,0,0,0,0,0,0,118
1477500,1482500,311,81,142,87,115,73,73,144,87,81,173,141,141,141,0,0,0,0,70,70,0,81,141,0,0,87,0,87,181,0,0,0,0,1,0,81
1480000,1485000,251,104,91,125,93,78,76,99,125,104,73,90,90,90,0,0,0,0,107,107,0,104,90,0,0,81,0,81,77,0,0,0,0,1,0,104
1482500,1487500,232,88,88,98,76,79,76,61,98,88,63,88,88,88,0,0,0,0,109,109,0,88,88,0,0,89,0,89,76,0,0,0,0,0,0,88
1485000,1490000,199,63,73,77,68,65,64,50,77,63,47,71,71,71,0,0,0,0,85,85,0,63,71,0,0,72,0,72,57,0,0,0,0,0,0,63
1487500,1492500,147,48,61,51,58,44,44,52,51,48,48,59,59,59,0,0,0,0,60,60,0,48,59,0,0,45,1,45,33,0,0,0,0,0,0,48
1490000,1495000,100,41,39,32,43,34,34,32,32,41,36,38,38,38,0,0,0,0,43,43,0,41,38,0,0,30,1,30,38,0,0,0,0,0,0,41
1492500,1497500,118,28,29,27,37,24,24,19,27,28,14,28,28,28,0,0,0,0,46,46,0,28,28,0,0,62,0,62,34,0,0,0,0,0,0,28
1495000,1500000,167,39,54,56,53,52,52,36,56,39,29,54,54,54,0,0,0,0,60,60,0,39,54,0,0,71,0,71,43,0,0,0,0,0,0,39
1497500,1502500,195,81,89,88,85,93,93,76,88,81,76,88,88,88,0,0,0,0,82,82,0,81,88,0,0,45,0,45,75,0,0,0,0,0,0,81
1500000,1505000,188,86,85,71,82,77,77,80,71,86,81,83,83,83,0,0,0,0,88,88,0,86,83,0,0,51,0,51,79,0,0,0,0,0,0,86
1502500,1507500,163,64,72,55,57,60,60,58,55,64,57,71,71,71,0,0,0,0,57,57,0,63,71,0,0,56,0,56,56,0,0,0,0,0,0,65
1505000,1510000,127,49,63,47,51,57,57,42,47,49,42,62,62,62,0,0,0,0,41,41,0,48,63,0,0,45,0,45,49,0,0,0,0,0,0,50
1507500,1512500,185,46,89,61,76,68,68,48,61,46,86,89,89,89,0,0,0,0,82,82,0,46,90,0,0,59,0,59,78,0,0,0,0,0,0,46
1510000,1515000,279,74,108,83,92,91,91,81,83,75,153,109,109,109,0,0,0,0,136,136,0,74,109,0,0,88,0,88,139,0,0,0,0,0,0,75
1512500,1517500,173,58,58,55,59,53,53,57,55,59,92,58,58,58,0,0,0,0,82,82,0,58,58,0,0,57,0,57,93,0,0,0,0,0,0,59
1515000,1520000,71,30,28,36,37,24,24,25,36,30,32,28,28,28,0,0,0,0,26,26,0,30,28,0,0,25,0,25,28,0,0,0,0,0,0,30
1517500,1522500,96,35,32,33,39,37,37,34,33,35,42,32,32,32,0,0,0,0,36,36,0,35,32,0,0,32,0,32,40,0,0,0,0,0,0,35
1520000,1525000,174,53,52,53,64,47,47,68,53,53,42,51,51,51,0,0,0,0,74,74,0,53,51,0,0,54,0,54,57,0,0,0,0,0,0,53
1522500,1527500,229,77,71,64,82,54,54,92,64,77,63,70,70,70,0,0,0,0,105,105,0,77,70,0,0,74,0,74,63,0,0,0,0,0,0,77
1525000,1530000,266,123,74,108,80,65,65,87,108,123,76,74,74,74,0,0,0,0,90,90,0,123,74,0,0,75,0,75,111,0,0,0,0,0,0,123
1527500,1532500,214,102,62,103,67,62,62,64,103,102,54,62,62,62,0,0,0,0,57,57,0,102,62,0,0,64,0,64,100,0,0,0,0,0,0,102
1530000,1535000,145,50,60,48,59,52,52,45,48,50,49,60,60,60,0,0,0,0,47,47,0,50,60,0,0,58,0,58,48,0,0,0,0,0,0,50
1532500,1537500,284,67,93,150,82,72,72,72,150,67,79,93,93,93,0,0,0,0,82,82,0,67,93,0,0,96,0,96,81,0,0,0,0,0,0,67
1535000,1540000,370,100,107,185,127,113,113,103,185,100,116,107,107,107,0,0,0,0,121,121,0,100,107,0,0,139,0,139,106,0,0,0,0,0,0,100
1537500,1542500,335,125,107,131,137,139,139,131,130,125,147,107,107,107,0,0,0,0,155,155,0,125,107,0,0,136,0,136,132,0,0,0,0,0,0,125
1540000,1545000,294,96,111,127,107,109,109,127,126,96,150,111,111,111,0,0,0,0,123,123,0,96,111,0,0,124,0,124,117,0,0,0,0,0,0,96
1542500,1547500,125,29,51,60,44,35,35,49,60,29,68,51,51,51,0,0,0,0,37,37,0,29,51,0,0,59,0,59,40,0,0,0,0,0,0,29
1545000,1550000,60,24,21,19,28,30,30,22,19,25,19,21,21,21,0,0,0,0,23,23,0,24,21,0,0,25,0,25,22,0,0,0,0,0,0,24
1547500,1552500,142,54,58,44,62,63,63,59,44,55,43,58,58,58,0,0,0,0,42,42,0,54,58,0,0,62,0,62,57,0,0,0,0,0,0,54
1550000,1555000,141,46,61,47,52,50,50,58,47,46,39,60,60,60,0,0,0,0,42,42,0,46,60,0,0,61,0,61,52,0,0,0,0,0,0,46
1552500,1557500,95,35,40,29,32,32,32,40,29,35,31,39,39,39,0,0,0,0,44,44,0,35,39,0,0,38,0,38,32,0,0,0,0,0,0,35
1555000,1560000,43,21,18,10,16,18,18,20,10,21,18,18,18,18,0,0,0,0,25,25,0,21,19,0,0,15,0,15,20,0,0,0,0,0,0,21
1557500,1562500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560000,1565000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1562500,1567500,19,17,4,16,3,3,3,3,16,17,4,4,4,4,0,0,0,0,17,17,0,17,5,0,0,1,0,1,18,0,0,0,0,0,0,17
1565000,1570000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1567500,1572500,51,28,23,28,20,19,19,25,28,28,20,22,22,22,0,0,0,0,26,26,0,28,22,0,0,21,0,21,34,0,0,0,0,0,0,28
1570000,1575000,88,28,31,28,35,32,32,37,28,28,35,33,33,33,0,0,0,0,35,35,0,28,33,0,0,39,0,39,33,0,0,0,0,0,0,28
1572500,1577500,106,35,34,35,30,33,33,29,35,35,41,32,32,32,0,0,0,0,44,44,0,35,32,0,0,37,0,37,40,0,0,0,0,0,0,35
1575000,1580000,77,27,31,29,22,31,31,20,29,27,34,25,25,25,0,0,0,0,27,27,0,27,25,0,0,26,0,26,33,0,0,0,0,0,0,27
1577500,1582500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000,1585000,54,18,14,15,18,20,20,15,15,18,25,13,13,13,0,0,0,0,14,14,0,18,13,0,0,19,0,19,17,0,0,0,0,0,0,18
1582500,1587500,76,29,26,27,36,25,25,25,27,29,39,26,26,26,0,0,0,0,25,25,0,29,26,0,0,31,0,31,30,0,0,0,0,0,0,29
1585000,1590000,88,30,34,38,39,33,34,27,38,30,42,34,34,34,0,0,0,0,31,31,0,30,34,0,0,34,0,34,37,0,0,0,0,0,0,31
1587500,1592500,139,49,52,52,48,46,47,48,52,49,59,52,52,52,0,0,0,0,44,44,0,49,52,0,0,57,0,57,60,0,0,0,0,0,0,50
1590000,1595000,221,88,83,80,149,78,78,97,80,88,101,83,83,83,0,0,0,0,63,63,0,88,83,0,0,90,0,90,98,0,0,0,0,0,0,88
1592500,1597500,239,76,111,77,144,79,79,86,77,76,123,77,77,77,0,0,0,0,97,97,0,76,77,0,0,73,0,73,107,0,0,0,0,0,0,76
1595000,1600000,188,51,90,52,49,62,62,48,52,51,90,55,55,55,0,0,0,0,107,107,0,51,54,0,0,42,0,42,69,0,0,0,0,0,0,51
1597500,1602500,139,65,62,58,56,67,67,57,58,65,62,59,59,59,0,0,0,0,69,69,0,65,58,0,0,51,0,51,56,0,0,0,0,0,0,65
1600000,1605000,96,55,51,50,51,48,48,47,50,55,51,45,45,45,0,0,0,0,39,39,0,55,46,0,0,49,0,49,38,0,0,0,0,0,0,55
1602500,1607500,78,31,33,25,31,25,25,27,25,31,29,20,20,20,0,0,0,0,28,28,0,31,21,0,0,29,0,29,2,0,0,0,0,0,0,31
1605000,1610000,116,30,39,34,36,46,46,30,34,30,38,31,31,31,0,0,0,0,47,47,0,30,31,0,0,38,0,38,29,0,0,0,0,0,0,30
1607500,1612500,114,33,36,43,36,55,55,32,43,33,47,40,40,40,0,0,0,0,52,52,0,33,40,0,0,49,0,49,53,0,0,0,0,0,0,33
1610000,1615000,87,28,32,40,31,37,37,30,40,28,40,35,35,35,0,0,0,0,40,40,0,28,35,0,0,40,0,40,39,0,0,0,0,0,0,28
1612500,1617500,71,18,28,31,26,24,24,23,31,17,26,26,26,26,0,0,0,0,33,33,0,17,26,0,0,29,0,29,24,0,0,0,0,0,0,17
1615000,1620000,113,40,66,42,64,46,46,50,42,39,55,65,65,65,0,0,0,0,41,41,0,39,65,0,0,44,0,44,47,0,0,0,0,0,0,39
1617500,1622500,227,102,130,113,121,114,114,105,113,102,92,131,131,131,0,0,0,0,74,74,0,102,131,0,0,100,0,100,123,0,0,0,0,0,0,102
1620000,1625000,294,126,154,149,122,145,145,106,149,127,88,154,154,154,0,0,0,0,95,95,0,126,154,0,0,139,0,139,145,0,0,0,0,0,0,126
1622500,1627500,257,93,128,87,100,91,91,67,87,94,70,128,128,128,0,0,0,0,116,116,0,93,128,0,0,108,0,108,86,0,0,0,0,0,0,93
1625000,1630000,180,59,74,48,69,47,47,53,48,59,55,73,73,73,0,0,0,0,103,103,0,59,73,0,0,57,0,57,55,0,0,0,0,0,0,59
1627500,1632500,166,42,75,58,44,52,52,54,58,42,57,74,74,74,0,0,0,0,72,72,0,42,74,0,0,38,0,38,57,0,0,0,0,0,0,42
1630000,1635000,149,32,69,49,37,49,49,44,49,32,44,69,69,69,0,0,0,0,60,60,0,32,69,0,0,36,0,36,47,0,0,0,0,0,0,32
1632500,1637500,97,30,31,33,27,35,35,34,33,30,32,31,31,31,0,0,1,0,39,39,0,30,31,0,0,30,0,30,35,0,0,0,0,0,0,30
1635000,1640000,108,41,39,46,41,44,44,42,46,41,47,39,39,39,0,0,1,0,46,46,0,41,39,0,0,48,0,48,73,0,0,0,0,0,0,41
1637500,1642500,139,40,63,68,53,58,58,60,68,40,63,63,63,63,1,1,1,1,68,68,1,41,63,1,1,73,1,73,87,1,1,1,1,1,1,40
1640000,1645000,176,42,60,81,55,50,50,73,81,41,72,60,60,60,1,1,1,1,90,90,1,42,60,1,1,64,1,64,71,1,1,1,1,1,1,41
1642500,1647500,156,40,38,62,47,42,42,50,62,39,52,37,37,37,0,0,0,0,66,66,0,39,37,0,0,42,0,42,52,0,0,0,0,0,0,39
1645000,1650000,77,22,28,25,25,27,27,21,25,22,22,27,27,27,1,1,1,1,22,22,1,22,27,1,1,25,1,25,24,1,1,1,1,1,1,22
1647500,1652500,60,20,25,17,19,20,20,19,17,20,18,26,26,26,1,1,1,1,20,20,1,20,26,1,1,18,1,18,20,1,1,1,1,1,1,20
1650000,1655000,72,21,18,17,14,24,24,18,17,21,21,19,19,19,1,1,1,1,25,25,1,21,19,1,1,25,1,25,20,1,1,1,1,1,1,21
1652500,1657500,98,15,32,30,15,36,36,37,30,15,36,32,32,32,1,1,1,1,30,30,1,15,32,1,1,48,1,48,34,1,1,1,1,1,1,15
1655000,1660000,159,21,41,50,41,80,80,70,50,21,52,41,41,41,0,0,0,0,55,55,0,21,41,0,0,71,0,71,50,0,0,0,0,0,0,21
1657500,1662500,120,19,17,40,32,67,67,47,40,19,41,17,17,17,0,0,0,0,48,48,0,19,17,0,0,41,0,41,41,0,0,0,0,0,0,19
1660000,1665000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1662500,1667500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1665000,1670000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1667500,1672500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1670000,1675000,34,7,7,18,7,12,12,5,18,7,15,7,7,7,0,0,0,0,13,13,0,7,7,0,0,9,0,9,19,0,0,0,0,0,0,7
1672500,1677500,64,26,17,30,28,17,17,23,30,26,13,17,17,17,0,0,0,0,28,28,0,26,17,0,0,16,0,16,16,0,0,0,0,0,0,26
1675000,1680000,111,34,44,50,34,22,22,59,50,34,20,45,45,45,0,0,0,0,47,47,0,34,45,0,0,39,0,39,32,0,0,0,0,0,0,34
1677500,1682500,90,15,40,35,17,15,15,46,35,15,15,41,41,41,0,0,0,0,39,39,0,15,41,0,0,39,0,39,31,0,0,0,0,0,0,15
1680000,1685000,60,13,21,20,18,21,21,19,20,13,18,21,21,21,0,0,0,0,28,28,0,13,21,0,0,19,0,19,27,0,0,0,0,0,0,13
1682500,1687500,118,35,45,49,88,57,57,50,49,35,28,45,45,45,0,0,0,0,33,33,0,35,45,0,0,54,0,54,35,0,0,0,0,0,0,35
1685000,1690000,132,56,39,69,122,76,76,50,70,56,46,39,39,39,0,0,0,0,36,36,0,56,39,0,0,72,0,72,48,0,0,0,0,0,0,56
1687500,1692500,75,41,19,42,57,41,41,17,43,41,41,18,18,18,0,0,0,0,28,28,0,41,18,0,0,39,0,39,40,0,0,0,0,0,0,41
1690000,1695000,129,77,70,75,45,46,46,89,75,77,73,69,69,69,0,0,0,0,85,85,0,77,69,0,0,84,0,84,63,0,0,0,0,0,0,77
1692500,1697500,164,93,86,89,43,43,43,112,89,93,78,86,86,86,0,0,0,0,101,101,0,93,86,0,0,116,0,116,79,0,0,0,0,0,0,93
1695000,1700000,115,39,52,36,14,19,19,43,36,39,27,52,52,52,0,0,0,0,54,54,0,39,52,0,0,57,0,57,37,0,0,0,0,0,0,39
1697500,1702500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700000,1705000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1702500,1707500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705000,1710000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1707500,1712500,74,21,28,19,13,20,20,21,19,21,20,28,28,28,0,0,0,0,37,37,0,21,28,0,0,19,0,19,20,0,0,0,0,0,0,21
1710000,1715000,63,23,21,24,10,20,19,18,24,23,20,21,21,21,0,0,0,0,33,33,0,23,21,0,0,19,0,19,22,0,0,0,0,0,0,23
